Domain,CountryCode,MXDnsResponse,TXTDnsResponse,HasSPFInfo,HasDkimInfo,HasDmarcInfo,RegisteredOrg,CreationDate,ExpirationDate,UpdatedDate,RegisteredCountry,NameServers,SubdomainCount,EntropyOfSubDomains,HostIPs,DNSServersIPs,DNSServersCountries,HostIPsCountries,IpReputationDnsblInfo,DomainReputationVirusTotal,CommonPorts,HttpResponseCode,ASN,StrangeCharacters,ConsonantRatio,VowelRatio,NumericRatio,SpecialCharRatio,ConsonantSequence,VowelSequence,NumericSequence,SpecialCharSequence,Entropy,DomainLength,DomainInCiscoUmbrella,Class
59eae36274bc0.tickets,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 94, 'harmless': 0, 'timeout': 0}",Null,Null,Null,0,0.3333333333333333,0.23809523809523808,0.38095238095238093,0.0,"['bc', 't', 'ck', 'ts']","['eae', 'i', 'e']","['59', '36274', '0']",[],3.975418017913833,21,0,1
bisonductservice.com,Null,"['route1.mx.cloudflare.net.', 'route2.mx.cloudflare.net.', 'route3.mx.cloudflare.net.']","['""v=spf1 include:_spf.mx.cloudflare.net ~all""']",True,False,False,"NameCheap, Inc.",2024-03-17,2025-03-17,2024-03-17,Null,"['HARLEE.NS.CLOUDFLARE.COM', 'LEE.NS.CLOUDFLARE.COM']",2,3.9283998342562145,"['172.67.201.15', '104.21.76.210']","['172.64.34.238', '108.162.194.238', '162.159.38.238', '173.245.59.129', '172.64.33.129', '108.162.193.129']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 33, 'harmless': 61, 'timeout': 0}","[80, 443]",403,Null,0,0.6,0.35,0.0,0.0,"['b', 's', 'nd', 'cts', 'rv', 'c', 'c', 'm']","['i', 'o', 'u', 'e', 'i', 'e', 'o']",[],[],3.6841837197791887,20,0,0
alienationapostateacidtech.tk,TK,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,1,3.522496307086174,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 93, 'harmless': 1, 'timeout': 0}",Null,Null,Null,0,0.5172413793103449,0.4482758620689655,0.0,0.0,"['l', 'n', 't', 'n', 'p', 'st', 't', 'c', 'dt', 'ch', 'tk']","['a', 'ie', 'a', 'io', 'a', 'o', 'a', 'ea', 'i', 'e']",[],[],3.522496307086174,29,0,0
qejbmkdltjjuec.tw,TW,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 31, 'harmless': 63, 'timeout': 0}",Null,Null,Null,0,0.7647058823529411,0.17647058823529413,0.0,0.0,"['q', 'jbmkdltjj', 'c', 'tw']","['e', 'ue']",[],[],3.572469458770136,17,0,1
n3med.ru,RU,['mx.yandex.net.'],"['""facebook-domain-verification=qmkfih6m0ndcpu60atp41djv9fvasi""', '""google-site-verification=3Y3IwAH9IMJ43bORXZuhF3XQ-ivPzNA6DCWF03nYQak""', '""google-site-verification=smMch3egjYFB1IDIa-pyszJM3ZBgKIe79M-TomQxjuA""', '""yandex-verification: c78a2ef38004e19d""', '""v=spf1 redirect=_spf.yandex.net""']",True,False,False,RU-CENTER-RU,2020-11-19,2025-11-19,Null,Null,"['ns1.selectel.ru', 'ns2.selectel.ru', 'ns3.selectel.ru', 'ns4.selectel.ru']",10,4.045133859294646,['176.53.204.186'],"['188.68.203.5', '77.223.114.10', '188.68.203.10', '185.65.150.18']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,"{'malicious': 0, 'suspicious': 1, 'undetected': 30, 'harmless': 63, 'timeout': 0}","[80, 443, 22]",200,Null,0,0.5,0.25,125,0.0,"['n', 'm', 'd', 'r']","['e', 'u']",['3'],[],3.0,8,0,0
1aizqbr1e3gd4b1g6pdg0kgodue.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 94, 'harmless': 0, 'timeout': 0}",Null,Null,Null,0,0.5161290322580645,0.22580645161290322,0.22580645161290322,0.0,"['zqbr', 'gd', 'b', 'g', 'pdg', 'kg', 'd', 'c', 'm']","['ai', 'e', 'o', 'ue', 'o']","['1', '1', '3', '4', '1', '6', '0']",[],4.1958164715376185,31,0,1
yqtlrxvtsbiroxpwswg.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 94, 'harmless': 0, 'timeout': 0}",Null,Null,Null,0,0.8260869565217391,0.13043478260869565,0.0,0.0,"['yqtlrxvtsb', 'r', 'xpwswg', 'c', 'm']","['i', 'o', 'o']",[],[],4.001822825622231,23,0,1
tomorrowfac.cn,CN,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,2,3.191428031846024,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 31, 'harmless': 63, 'timeout': 0}",Null,Null,Null,0,0.6428571428571429,0.2857142857142857,0.0,0.0,"['t', 'm', 'rr', 'wf', 'c', 'cn']","['o', 'o', 'o', 'a']",[],[],3.182005814760214,14,0,0
ooiawuqsicwwcqaa.xyz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 94, 'harmless': 0, 'timeout': 0}",Null,Null,Null,0,0.55,0.4,0.0,0.0,"['w', 'qs', 'cwwcq', 'xyz']","['ooia', 'u', 'i', 'aa']",[],[],3.446439344671015,20,0,1
rider.com,Null,"['mx2.hc3988-10.iphmx.com.', 'mx1.hc3988-10.iphmx.com.']","['""v=spf1 mx ip4:12.195.11.54 include:mktomail.com -all""', '""bixrlSBmkNgvaQ4w5j9rVpMRaRc26hwbCOCXmhpF/WLC5jywm93woc5xlNW+9lZVhTOX1fbssuHFOHVck1rSsA==""']",True,False,False,"Network Solutions, LLC",1995-05-03,2026-05-04,2024-03-05,Null,"['NS1.STSGI.COM', 'NS3.STSGI.COM']",10,3.7634422929601237,"['141.193.213.20', '141.193.213.21']","['12.195.11.50', '205.153.88.5']","['Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 30, 'harmless': 64, 'timeout': 0}","[80, 443]",403,Null,0,0.5555555555555556,0.3333333333333333,0.0,0.0,"['r', 'd', 'r', 'c', 'm']","['i', 'e', 'o']",[],[],2.94770277922009,9,0,0
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
digitreboot.com,Null,Null,"['""google-site-verification=Hf-LfRVvT2GtCNYaYMmhV5fMx2SlVd28QkEz4rqGw-g""']",False,False,False,"Cloudflare, Inc.",2023-12-03,2025-12-03,2024-11-03,HU,"['LENNOX.NS.CLOUDFLARE.COM', 'LIGIA.NS.CLOUDFLARE.COM', 'lennox.ns.cloudflare.com', 'ligia.ns.cloudflare.com']",1,3.43162356584743,"['172.67.183.143', '104.21.67.253']","['162.159.44.214', '172.64.35.214', '108.162.195.214', '162.159.38.4', '172.64.34.4', '108.162.194.4']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 32, 'harmless': 62, 'timeout': 0}","[80, 443]",200,Null,0,0.5333333333333333,0.4,0.0,0.0,"['d', 'g', 'tr', 'b', 't', 'c', 'm']","['i', 'i', 'e', 'oo', 'o']",[],[],3.3232314287976203,15,0,0
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
subaruonlineparts.com,Null,"['alt2.aspmx.l.google.com.', 'alt1.aspmx.l.google.com.', 'alt4.aspmx.l.google.com.', 'alt3.aspmx.l.google.com.', 'aspmx.l.google.com.']","['""v=spf1 include:mailgun.org include:spf.sendinblue.com mx include:mail.zendesk.com include:_spf.google.com ~all""', '""Sendinblue-code:9348acd4afa89a3755a70cc898f67c06""']",True,False,False,"GoDaddy.com, LLC",2009-05-15,2029-05-15,2019-05-16,US,"['AISHA.NS.CLOUDFLARE.COM', 'PATRYK.NS.CLOUDFLARE.COM']",5,3.903730053006848,"['104.26.7.135', '104.26.6.135', '172.67.72.179']","['172.64.34.186', '108.162.194.186', '162.159.38.186', '162.159.44.122', '172.64.35.122', '108.162.195.122']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown', 'Unknown']",0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 30, 'harmless': 64, 'timeout': 0}","[80, 443]",403,Null,0,0.5714285714285714,0.38095238095238093,0.0,0.0,"['s', 'b', 'r', 'nl', 'n', 'p', 'rts', 'c', 'm']","['u', 'a', 'uo', 'i', 'e', 'a', 'o']",[],[],3.8208888513501877,21,0,0
evertkok.nl,NL,['smtp.rzone.de.'],Null,False,False,False,Cronon GmbH,2003-02-14,Null,2024-11-01,Null,"['', 'Creation', 'Updated', 'docks07.rzone.de', 'shades20.rzone.de']",10,3.7872765272965765,['84.80.32.175'],"['185.132.34.147', '217.160.80.134']","['Unknown', 'Unknown']",['Unknown'],0.0,"{'malicious': 1, 'suspicious': 1, 'undetected': 31, 'harmless': 61, 'timeout': 0}","[80, 443]",Null,Null,0,0.6363636363636364,0.2727272727272727,0.0,0.0,"['v', 'rtk', 'k', 'nl']","['e', 'e', 'o']",[],[],3.0957952550009344,11,0,0
polimer42.ru,RU,['mx1.masterhost.ru.'],Null,False,False,False,RU-CENTER-RU,2007-12-12,2024-12-12,Null,Null,"['ns.masterhost.ru', 'ns1.masterhost.ru', 'ns2.masterhost.ru']",5,3.6778933585834683,"['90.156.201.28', '90.156.201.29', '90.156.201.77', '90.156.201.38']","['90.156.133.161', '90.156.136.116', '90.156.137.50']","['Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 93, 'harmless': 1, 'timeout': 0}","[80, 443]",200,Null,0,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.0,"['p', 'l', 'm', 'r', 'r']","['o', 'i', 'e', 'u']",['42'],[],3.4182958340544896,12,0,0
hygkxecgkiluwawkfg.cx,CX,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7619047619047619,0.19047619047619047,0.0,0.0,"['hygkx', 'cgk', 'l', 'w', 'wkfg', 'cx']","['e', 'i', 'u', 'a']",[],[],3.6537567082870006,21,0,1
g8mwg31l4j2x4vpikef1uzo3tl.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 94, 'harmless': 0, 'timeout': 0}",Null,Null,Null,0,0.5333333333333333,0.16666666666666666,0.26666666666666666,0.0,"['g', 'mwg', 'l', 'j', 'x', 'vp', 'k', 'f', 'z', 'tl', 'c', 'm']","['i', 'e', 'u', 'o', 'o']","['8', '31', '4', '2', '4', '1', '3']",[],4.440223928941852,30,0,1
theirregularcorporation.com,Null,"['eforward4.registrar-servers.com.', 'eforward3.registrar-servers.com.', 'eforward2.registrar-servers.com.', 'eforward1.registrar-servers.com.', 'eforward5.registrar-servers.com.']","['""v=spf1 include:spf.efwd.registrar-servers.com ~all""']",True,False,False,"MarkMonitor, Inc.",2015-11-23,2026-11-23,2024-10-23,US,"['MITCH.NS.CLOUDFLARE.COM', 'SHARON.NS.CLOUDFLARE.COM', 'mitch.ns.cloudflare.com', 'sharon.ns.cloudflare.com']",2,3.776445547658597,"['104.18.3.127', '104.18.2.127']","['173.245.58.221', '172.64.32.221', '108.162.192.221', '173.245.59.208', '108.162.193.208', '172.64.33.208']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 31, 'harmless': 63, 'timeout': 0}","[80, 443]",200,Null,0,0.5555555555555556,0.4074074074074074,0.0,0.0,"['th', 'rr', 'g', 'l', 'rc', 'rp', 'r', 't', 'n', 'c', 'm']","['ei', 'e', 'u', 'a', 'o', 'o', 'a', 'io', 'o']",[],[],3.658234151258402,27,0,0
infozine.com,Null,Null,Null,False,False,False,"GoDaddy.com, LLC",1995-09-19,2025-09-18,2024-07-26,US,"['NS11.DOMAINCONTROL.COM', 'NS12.DOMAINCONTROL.COM']",10,3.730481232342001,"['15.197.225.128', '3.33.251.168']","['97.74.105.6', '173.201.73.6']","['Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 30, 'harmless': 64, 'timeout': 0}","[80, 443]",200,Null,0,0.5,0.4166666666666667,0.0,0.0,"['nf', 'z', 'n', 'c', 'm']","['i', 'o', 'i', 'e', 'o']",[],[],3.0849625007211556,12,0,0
rgjudwwswvrw.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 6, 'suspicious': 0, 'undetected': 31, 'harmless': 57, 'timeout': 0}",Null,Null,Null,0,0.8125,125,0.0,0.0,"['rgj', 'dwwswvrw', 'c', 'm']","['u', 'o']",[],[],3375,16,0,1
d12c7a1c87d34.feedback,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 94, 'harmless': 0, 'timeout': 0}",Null,Null,Null,0,0.4090909090909091,0.18181818181818182,0.36363636363636365,0.0,"['d', 'c', 'c', 'd', 'f', 'db', 'ck']","['a', 'ee', 'a']","['12', '7', '1', '87', '34']",[],3.6635327548042538,22,0,1
papermerge.com,Null,"['alt3.aspmx.l.google.com.', 'alt4.aspmx.l.google.com.', 'aspmx.l.google.com.', 'alt2.aspmx.l.google.com.', 'alt1.aspmx.l.google.com.']",Null,False,False,False,Squarespace Domains II LLC,2019-04-28,2025-04-28,2024-06-12,DE,"['NS-CLOUD-B1.GOOGLEDOMAINS.COM', 'NS-CLOUD-B2.GOOGLEDOMAINS.COM', 'NS-CLOUD-B3.GOOGLEDOMAINS.COM', 'NS-CLOUD-B4.GOOGLEDOMAINS.COM', 'ns-cloud-b4.googledomains.com', 'ns-cloud-b3.googledomains.com', 'ns-cloud-b1.googledomains.com', 'ns-cloud-b2.googledomains.com']",10,3.553136823527864,['206.81.29.81'],"['216.239.38.107', '216.239.34.107', '216.239.32.107', '216.239.36.107']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],1.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 30, 'harmless': 64, 'timeout': 0}","[80, 443, 22]",404,Null,0,0.5714285714285714,0.35714285714285715,0.0,0.0,"['p', 'p', 'rm', 'rg', 'c', 'm']","['a', 'e', 'e', 'e', 'o']",[],[],3.039148671903072,14,0,0
colorproof.com,Null,['colorproof-com.mail.protection.outlook.com.'],"['""klaviyo-site-verification=UTAfFB""', '""v=spf1 include:spf.protection.outlook.com include:mailsenders.netsuite.com include:spf.constantcontact.com include:spf.constantcontact.com include:shops.shopify.com ip4:104.236.245.69/32 -all""', '""MS=ms83082011""', '""google-site-verification=8PvcxbctiXQgbhBfV8rGld9yAtzhAolkd7fi6Mg-er0""']",True,False,False,"GoDaddy.com, LLC",1999-01-25,2025-01-25,2023-01-23,US,"['NS39.DOMAINCONTROL.COM', 'NS40.DOMAINCONTROL.COM']",10,3.514684958091658,['23.227.38.65'],"['173.201.77.20', '97.74.109.20']","['Unknown', 'Unknown']",['Unknown'],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 31, 'harmless': 63, 'timeout': 0}","[80, 443]",200,Null,0,0.5714285714285714,0.35714285714285715,0.0,0.0,"['c', 'l', 'rpr', 'f', 'c', 'm']","['o', 'o', 'oo', 'o']",[],[],2.692380602454975,14,0,0
fsdmmrkcj.su,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8333333333333334,0.08333333333333333,0.0,0.0,"['fsdmmrkcj', 's']",['u'],[],[],3.2516291673878226,12,0,1
ysouxdauqtyiolkhbubivhdc.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 94, 'harmless': 0, 'timeout': 0}",Null,Null,Null,0,0.6428571428571429,0.32142857142857145,0.0,0.0,"['ys', 'xd', 'qty', 'lkhb', 'b', 'vhdc', 'c', 'm']","['ou', 'au', 'io', 'u', 'i', 'o']",[],[],4.039148671903071,28,0,1
svenskhalsokost.se,SE,['svenskhalsokost-se.mail.protection.outlook.com.'],"['""v=spf1 a mx include:sendgrid.net include:spf.protection.outlook.com include:_spf.anpdm.com include:_spf.rulemailer.com include:amazonses.com ~all""']",True,False,False,Loopia AB,2007-08-10,2025-08-10,2024-07-01,Null,"['veronica.ns.cloudflare.com', 'max.ns.cloudflare.com 199.27.135.11']",10,3.674133157166199,['176.57.89.225'],"['108.162.193.132', '173.245.59.132', '172.64.33.132', '172.64.34.173', '108.162.194.173', '162.159.38.173']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,"{'malicious': 0, 'suspicious': 0, 'undetected': 30, 'harmless': 64, 'timeout': 0}","[80, 443]",200,Null,0,0.6666666666666666,0.2777777777777778,0.0,0.0,"['sv', 'nskh', 'ls', 'k', 'st', 's']","['e', 'a', 'o', 'o', 'e']",[],[],3.1916116417513782,18,0,0
gvumqsllntvkutvt.biz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8,0.15,0.0,0.0,"['gv', 'mqsllntvk', 'tvt', 'b', 'z']","['u', 'u', 'i']",[],[],3.6464393446710153,20,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
mioticket.it,IT,['mx.mioticket.it.'],"['""v=spf1 include:_spf.aruba.it ~all""', '""www=7fd72be9d21e773401fc7201a6016661""']",True,False,False,Aruba s.p.a.,2007-01-30,2025-10-10,2024-10-26,Null,"dns.technorail.com
  dns2.technorail.com
  dns3.arubadns.net
  dns4.arubadns.cz",0,0.0,"['62.149.128.160', '62.149.128.166']","['95.110.136.8', '81.2.216.125', '94.177.210.13', '95.110.220.5']","['Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 25]",404,Null,0,0.5,0.4166666666666667,0.0,0.0,"['m', 't', 'ck', 't', 't']","['io', 'i', 'e', 'i']",[],[],2.792481250360578,12,0,0
crediblemeds.org,Null,"['alt1.aspmx.l.google.com.', 'alt3.aspmx.l.google.com.', 'alt2.aspmx.l.google.com.', 'aspmx.l.google.com.', 'alt4.aspmx.l.google.com.']","['""v=spf1 include:spf.mailjet.com +a +mx -all""', '""hfyqiU7fh""', '"" **hfyqiU7fh**""', '""google-site-verification=TzvWXvT67cCT1LwzRC6ujct8GJ6bpZyHugL56LiMlK0""']",True,False,False,"GoDaddy.com, LLC",2012-08-25,2025-08-25,2024-10-09,US,"['ns1.digitalocean.com', 'ns2.digitalocean.com', 'ns3.digitalocean.com']",0,0.0,['138.197.197.65'],"['172.64.53.21', '172.64.49.209', '172.64.52.210']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],1.0,{},"[80, 443, 22, 25]",200,Null,0,625,0.3125,0.0,0.0,"['cr', 'd', 'bl', 'm', 'ds', 'rg']","['e', 'i', 'e', 'e', 'o']",[],[],3.452819531114783,16,0,0
kprf.org,Null,"['mail.kprf.org.', 'mail.kprf.org.']","['""v=spf1 ip4:91.227.18.39 a mx ~all""']",True,False,False,Registrar of Domain Names REG.RU LLC,2005-08-09,2025-08-09,2024-07-30,RU,"['dns0.host-food.ru', 'dns1.host-food.ru']",0,0.0,['91.227.18.39'],"['91.227.18.2', '91.227.16.10']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 21, 22, 25]",500,Null,0,0.75,125,0.0,0.0,"['kprf', 'rg']",['o'],[],[],2.75,8,0,0
seventeenmediakit.com,Null,Null,Null,False,False,False,"CSC CORPORATE DOMAINS, INC.",2004-09-15,2025-09-15,2024-08-19,US,"['NS-1446.AWSDNS-52.ORG', 'NS-1752.AWSDNS-27.CO.UK', 'NS-41.AWSDNS-05.COM', 'NS-823.AWSDNS-38.NET', 'ns-1446.awsdns-52.org', 'ns-823.awsdns-38.net', 'ns-1752.awsdns-27.co.uk', 'ns-41.awsdns-05.com']",0,0.0,['205.189.47.90'],"['205.251.197.166', '205.251.198.216', '205.251.192.41', '205.251.195.55']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 22]",200,Null,0,0.5238095238095238,0.42857142857142855,0.0,0.0,"['s', 'v', 'nt', 'nm', 'd', 'k', 't', 'c', 'm']","['e', 'e', 'ee', 'e', 'ia', 'i', 'o']",[],[],3.4585250192341497,21,0,0
herzio.com,Null,"['mx1.hostinger.com.', 'mx2.hostinger.com.']","['""v=spf1 include:_spf.mail.hostinger.com ~all""']",True,False,False,NAMECHEAP INC,2019-12-02,2025-12-02,2024-11-07,IS,"['RACHEL.NS.CLOUDFLARE.COM', 'RANDY.NS.CLOUDFLARE.COM', 'rachel.ns.cloudflare.com', 'randy.ns.cloudflare.com']",0,0.0,"['104.21.27.42', '172.67.168.228']","['108.162.195.109', '162.159.44.109', '172.64.35.109', '172.64.32.215', '108.162.192.215', '173.245.58.215']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.5,0.4,0.0,0.0,"['h', 'rz', 'c', 'm']","['e', 'io', 'o']",[],[],3.121928094887362,10,0,0
understandstyle.com,Null,['mail.understandstyle.com.'],"['""v=spf1 mx:understandstyle.com a:mail.understandstyle.com a:mailphp.lws-hosting.com -all""']",True,False,False,LWS dba Ligne Web Services,2018-03-14,2025-03-14,2022-12-29,PT,"['NS1.LWS-HOSTING.NET', 'NS2.LWS-HOSTING.NET', 'NS3.LWSDNS.COM', 'NS4.LWSDNS.COM', 'ns3.lwsdns.com', 'ns4.lwsdns.com', 'ns1.lws-hosting.net', 'ns2.lws-hosting.net']",0,0.0,['185.98.131.45'],"['91.216.107.20', '185.98.131.80', '91.107.253.2', '91.216.107.180']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 21, 22]",200,Null,0,0.6842105263157895,0.2631578947368421,0.0,0.0,"['nd', 'rst', 'ndstyl', 'c', 'm']","['u', 'e', 'a', 'e', 'o']",[],[],3.7216117239699,19,0,0
hvvycapm.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.75,0.16666666666666666,0.0,0.0,"['hvvyc', 'pm', 'c', 'm']","['a', 'o']",[],[],3.084962500721156,12,0,1
crimrgtlvkattwobknjsh.sx,SX,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8333333333333334,125,0.0,0.0,"['cr', 'mrgtlvk', 'ttw', 'bknjsh', 'sx']","['i', 'a', 'o']",[],[],4.136842188131012,24,0,1
stark.com,Null,Null,Null,False,False,False,Pair Domains,1995-07-14,2029-07-13,2024-05-14,US,"['NS5.PAIRNIC.COM', 'NS6.PAIRNIC.COM']",0,0.0,['216.92.3.110'],"['216.92.3.95', '216.146.192.246']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 25]",403,Null,0,0.6666666666666666,0.2222222222222222,0.0,0.0,"['st', 'rk', 'c', 'm']","['a', 'o']",[],[],3.169925001442312,9,0,0
premierprotein.com,Null,"['usb-smtp-inbound-2.mimecast.com.', 'usb-smtp-inbound-1.mimecast.com.']","['""v=spf1 include:spf.protection.outlook.com include:usb._netblocks.mimecast.com ~all""', '""MS=ms95240019""', '""MS=ms20478249""', '""0ed1fe018a75124b19789c4a5ebcfa2c5fd34f4f89""', '""0ed1fe018a1427c446e31948ffbae126ad61260b1a""']",True,False,False,"CSC CORPORATE DOMAINS, INC.",2010-07-09,2025-07-09,2024-07-05,US,"['DNS1.CSCDNS.NET', 'DNS2.CSCDNS.NET', 'dns1.cscdns.net', 'dns2.cscdns.net']",0,0.0,['138.197.227.52'],"['156.154.131.100', '156.154.130.100']","['Unknown', 'Unknown']",['Unknown'],1.0,{},"[80, 443]",200,Null,0,0.5555555555555556,0.3888888888888889,0.0,0.0,"['pr', 'm', 'rpr', 't', 'n', 'c', 'm']","['e', 'ie', 'o', 'ei', 'o']",[],[],3.197159723424149,18,649973,0
neweconomy.net,Null,"['alt2.aspmx.l.google.com.', 'alt4.aspmx.l.google.com.', 'alt1.aspmx.l.google.com.', 'alt3.aspmx.l.google.com.', 'aspmx.l.google.com.']","['""have-i-been-pwned-verification=dweb_l54m6f2hgcbwnmpq50svhbtb""', '""google-site-verification=fKyhn0gFTRbCbPAJYhHC830g9JA2Xbflhgdnt443MG4""', '""v=spf1 include:_spf.google.com a:my.neweconomy.net include:sendgrid.net a:spf.mayfirst.org ~all""']",True,False,False,"GoDaddy.com, LLC",2003-07-03,2027-07-03,2024-07-04,US,"['A.NS.MAYFIRST.ORG', 'B.NS.MAYFIRST.ORG']",10,4.211616935110545,['216.66.23.45'],"['64.42.181.148', '64.68.204.124', '69.42.215.219']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],1.0,{},"[80, 443, 22, 25]",200,Null,0,0.5714285714285714,0.35714285714285715,0.0,0.0,"['n', 'w', 'c', 'n', 'my', 'n', 't']","['e', 'e', 'o', 'o', 'e']",[],[],2.9852281360342525,14,0,0
transatlanticweb.com,Null,['mx.transatlanticweb.com.'],Null,False,False,False,"GoDaddy.com, LLC",2000-09-26,2025-01-01,2024-01-02,US,"['NS1.DOTSTER.COM', 'NS2.DOTSTER.COM']",0,0.0,['66.96.149.1'],"['65.254.254.155', '65.254.254.102']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443]",200,Null,0,0.65,0.3,0.0,0.0,"['tr', 'ns', 'tl', 'nt', 'cw', 'b', 'c', 'm']","['a', 'a', 'a', 'i', 'e', 'o']",[],[],3.6464393446710153,20,0,0
hxubstopqjib.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6875,0.25,0.0,0.0,"['hx', 'bst', 'pqj', 'b', 'c', 'm']","['u', 'o', 'i', 'o']",[],[],3.75,16,0,1
